순번,논리컬럼명,물리컬럼명,데이터,데이터 타입,기본값,제한조건,데이터 소스,컬럼설명,코드 테이블
1.0,사업자등록번호,BIZRGNO,1208193549,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,448936,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,라시도,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,68122,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,해당없음,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,라시도,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,이정흠,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 서초구 양재동 14-4 모산빌딜 2층,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0234422000,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0234871266,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19921229,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101110910649,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1058180706,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,405658,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,예전미디어,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,59201,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,yejeon media,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,예전미디어,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,방극균,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.yjmusic.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 마포구 서교동 347-18 윤우빌딩 지하,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0231422242,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,023245913,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19960726,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101111302051,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1208622904,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,410818,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,세미가,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,41112,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,"SEMIGA CO.,Ltd.",VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,세미가,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,김대규,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 강남구 대치동 889 - 5 샹제리제센터 1411호,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0262056206,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0262036200,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20020622,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112267494,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1068167711,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,416061,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,대닉스,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,263,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,daenyx,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,대닉스,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,최정한,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://imcplaza.com,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 용산구 한강로2가,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,027046644,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,027046676,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19970602,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101111416076,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,2208186751,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,448909,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,인포핸드,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,2629,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,"INFOHAND CO., LTD",VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,인포핸드,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,진서용,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.infohand.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 강남구 역삼동 824-11 한라클래식오피스텔 307호,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0234527251,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0234527276,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20000420,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101111946990,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,2148658314,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,445407,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,지현개발,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,68121,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,ZHYUN CO.LTD,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,지현개발,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,이제형,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.zhyun.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 서초구 서초동 1338-22 성지빌딩 504호,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,025236361,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,025236362,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20000506,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101110774095,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,2208641216,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,421647,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,한국부동산신탁제일차유동화전문유한회사,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,64999,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,Hankook Real Estate Trust first ABS Specialty LLC.,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,한국부동산신탁제일차유동화전문유한회사,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,이정직,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 강남구 역삼동 824-11 한라클래식 606,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,025529196,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,025532494,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20020516,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101140038180,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1368112444,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,423265,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,연산,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,22232,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,"YEONSAN CO., LTD",VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,연산,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,송영구,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,http://www.yeonsan.net,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,경기도 김포시 양촌면 대포리 187-3,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0319816000,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0319886024,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19941108,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1244110019324,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078621090,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,423292,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,씨케이알유동화전문유한회사,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
